car_km_per_year,public_transport_km_per_year,flights_per_year,electricity_kwh_per_year,natural_gas_m3_per_year,renewable_energy_percentage,diet_type,meat_kg_per_year,waste_kg_per_year,recycling_rate,house_size_m2,num_people_household,carbon_footprint_kgCO2_per_year
6540,7812,8,1561,2015,84,non_vegetarian,9,653,63,185,5,8531.377999999999
16422,4557,3,4981,1495,62,vegetarian,44,908,93,129,3,8907.047999999999
3342,2179,1,2737,1060,71,vegetarian,64,188,55,122,5,4560.495
9078,9065,7,1904,2630,2,non_vegetarian,97,829,97,96,3,12875.576000000001
2844,8275,3,4554,1054,27,vegan,66,327,81,194,1,5970.994
10396,1422,8,5490,380,28,non_vegetarian,8,909,11,159,1,8558.918
17482,3180,3,2726,1291,86,non_vegetarian,4,390,34,72,2,7749.539999999999
18207,4316,7,3923,2391,17,non_vegetarian,9,521,70,180,4,12541.585000000001
13998,6696,8,4531,1592,34,non_vegetarian,11,166,88,175,2,10146.486
13261,9583,8,4906,165,76,vegetarian,81,350,5,140,2,7742.070000000001
19539,614,9,1934,2747,75,vegan,57,140,64,22,4,12322.769999999999
3093,4570,3,1074,2389,46,vegetarian,20,198,79,173,2,7009.924
11722,270,0,1294,1042,4,non_vegetarian,20,405,59,73,4,5901.910000000001
19280,2468,2,1020,1651,74,vegetarian,64,971,67,59,2,9354.774
11645,9582,8,4242,1207,58,vegan,2,953,28,87,1,9358.808
15083,3607,3,2038,544,74,vegetarian,68,555,37,133,3,6847.26
988,3075,4,5655,2239,58,non_vegetarian,88,690,91,194,2,9504.68
6446,289,6,2109,2367,46,vegan,63,400,21,149,3,9016.08
16335,8120,4,4771,2627,94,non_vegetarian,48,298,7,61,5,11864.982000000002
16133,6614,3,1371,2522,94,vegetarian,71,758,62,181,2,10869.402
1682,3252,1,5913,2684,12,vegetarian,16,587,95,113,1,8987.55
5626,7415,1,2174,2474,77,vegetarian,72,205,96,168,4,7930.72
7424,6771,3,2164,96,88,non_vegetarian,31,500,12,120,1,4524.1900000000005
12857,278,9,2092,2543,32,non_vegetarian,69,804,26,191,3,13566.508
12155,580,9,2283,2708,96,vegetarian,20,576,17,143,4,11302.204
17317,4958,8,3011,1301,61,vegetarian,6,221,17,21,1,9311.618999999999
19982,8445,7,1845,2056,78,non_vegetarian,6,176,76,110,1,10721.631999999998
11425,4276,2,2991,456,15,vegetarian,26,411,85,78,1,5643.945000000001
1980,7997,8,1520,1818,43,vegetarian,7,211,61,117,4,7107.6720000000005
15522,4776,4,5466,272,57,vegetarian,72,960,13,35,1,8537.750000000002
19440,824,2,5196,2987,5,vegetarian,27,908,10,167,1,14706.759999999998
8984,3832,4,5756,1031,88,vegetarian,78,781,85,173,3,6659.63
17175,8891,9,1242,207,14,vegetarian,65,617,99,35,1,7966.216
15883,5445,3,3800,1937,3,vegan,70,296,16,127,1,10741.402
5390,1380,7,5607,1660,55,non_vegetarian,46,197,50,42,5,8897.875
18639,9865,4,3896,1146,63,vegan,81,558,95,61,4,8721.43
19994,6534,9,3602,1056,67,non_vegetarian,85,940,13,56,5,13048.869999999999
1607,3156,7,3273,1536,93,vegetarian,9,329,56,91,3,5797.822999999999
6573,4307,8,2541,203,33,non_vegetarian,32,267,92,153,5,5689.633000000001
17368,5634,3,3765,2565,90,vegan,6,908,5,184,2,11408.63
5776,8575,6,3114,1832,94,non_vegetarian,2,876,56,135,4,7589.162
3676,5810,1,5491,2564,55,vegetarian,13,107,3,169,1,8001.497
3380,8533,5,5707,442,31,non_vegetarian,43,271,10,25,5,6805.585
8711,5934,7,4083,688,8,vegetarian,45,459,73,51,5,7873.6539999999995
8782,3109,6,2857,2897,62,vegan,60,294,91,164,1,10120.308
17434,4082,6,1769,832,71,non_vegetarian,35,368,10,57,1,8652.565
13997,3240,7,2422,2386,77,non_vegetarian,12,118,98,164,3,10090.178
6342,6028,6,1406,1461,32,vegan,15,453,78,56,5,6730.228
17343,1849,4,3972,1159,86,non_vegetarian,79,963,7,170,5,10902.152
6059,8497,6,2872,386,20,vegan,4,148,83,196,2,5124.338000000001
8884,2749,9,3694,2041,54,vegetarian,88,563,58,196,2,10709.498
5655,6680,2,3269,2553,75,non_vegetarian,37,455,20,80,5,9133.825
12091,9327,4,5749,1348,56,vegetarian,49,949,64,96,2,9121.782
19330,205,6,2181,1718,1,non_vegetarian,37,257,92,179,5,10927.853000000001
15251,7352,8,2439,679,12,vegetarian,55,165,23,146,4,8820.15
526,4591,1,4053,689,3,non_vegetarian,62,958,29,105,3,6826.779
3224,3450,3,4333,2932,83,non_vegetarian,47,670,98,26,2,9092.725
15069,7214,6,3897,1568,49,non_vegetarian,89,920,96,169,5,11473.475
11536,3811,0,3903,2670,47,non_vegetarian,58,407,83,104,2,10562.587
13547,5141,1,1228,1169,77,vegetarian,76,436,56,25,3,7066.982
18259,8501,8,4959,892,29,non_vegetarian,43,770,79,161,4,11073.355
1763,2708,9,2893,952,28,vegetarian,89,882,72,163,1,7329.508
8712,1991,6,2313,1254,7,non_vegetarian,54,220,94,22,1,8407.255
5797,8463,9,2070,783,11,non_vegetarian,54,865,16,156,2,9085.58
9208,3273,6,1974,2046,40,vegan,0,503,58,66,5,8569.718
5109,4538,5,2738,1871,25,non_vegetarian,7,872,30,104,3,8555.17
16500,8712,2,4285,494,49,vegetarian,3,746,63,113,4,6853.611000000001
2433,9168,9,1757,746,1,vegan,84,885,47,189,4,6854.6050000000005
16967,3722,2,4095,2484,54,vegan,85,667,22,189,4,11384.818000000001
4167,3551,1,1320,1854,55,non_vegetarian,52,942,69,42,1,7195.586
17773,2832,5,3321,2392,13,vegetarian,57,195,29,22,3,12193.545
8357,5679,3,1555,2597,5,non_vegetarian,36,213,54,148,1,9786.339
6154,6579,4,5939,2867,94,vegetarian,48,968,6,86,2,10757.776
8920,152,2,2386,2588,80,non_vegetarian,66,528,74,90,4,9735.304
18427,5754,5,5763,2191,88,vegetarian,18,639,97,150,3,10228.386
19880,2800,2,4047,2635,60,non_vegetarian,0,917,11,196,4,12164.434
17162,5310,7,3427,656,95,vegetarian,28,101,59,86,1,7298.112999999999
213,9944,8,3004,1882,11,non_vegetarian,86,311,51,74,1,10236.882
3762,2610,3,2930,2392,12,vegetarian,32,679,26,151,1,9042.528
13399,1104,8,5841,2743,18,non_vegetarian,51,739,11,50,4,15176.688000000002
9768,7361,6,5770,1796,43,vegan,40,432,12,85,3,9958.388
10640,4199,2,3163,267,88,non_vegetarian,22,123,71,120,3,4219.936
6731,3854,6,4867,2216,94,vegetarian,4,864,79,83,2,7997.5019999999995
19501,7263,0,3426,1762,58,non_vegetarian,70,467,61,50,4,10724.644000000002
5791,1914,2,4793,2080,36,vegetarian,56,841,28,136,2,9293.596
15822,7365,5,3513,376,24,vegetarian,5,605,34,85,2,7655.83
8783,3072,3,4803,1585,15,vegan,48,275,59,178,2,8333.625
13621,9198,6,3327,1463,37,vegetarian,21,528,28,66,2,9625.893
16019,406,2,1617,2440,42,vegetarian,76,986,30,41,1,11341.390000000001
2720,166,0,3165,488,86,non_vegetarian,75,832,76,113,2,4134.274
8905,508,8,4308,721,13,non_vegetarian,3,541,75,102,3,7446.83
9127,1661,5,1992,945,5,non_vegetarian,71,647,60,65,2,8377.49
16385,3664,7,2377,2086,88,vegetarian,63,613,1,108,1,11467.686
6368,3489,2,5381,1635,22,vegetarian,36,994,32,138,5,9019.296
14056,680,7,4174,1040,59,non_vegetarian,30,460,71,65,5,8580.990000000002
12236,2524,1,5782,2273,11,vegetarian,36,373,61,20,5,10690.235999999999
18333,2120,3,2305,2114,12,non_vegetarian,44,276,58,115,4,11161.456
14451,5260,2,5833,1677,99,vegetarian,89,363,39,172,3,8636.439
17301,4357,9,4078,2882,97,non_vegetarian,7,285,48,80,1,12208.980000000001
19558,1363,0,3686,998,5,vegan,39,626,31,124,5,8714.692000000001
10433,9523,6,3983,1777,62,non_vegetarian,96,378,37,100,1,11394.172
15525,2292,9,3523,2284,37,vegetarian,92,805,91,33,1,12519.755000000001
89,1538,1,4582,956,49,non_vegetarian,4,297,78,64,4,3650.722
18093,3408,3,2485,2966,51,vegetarian,27,448,86,96,5,11557.221000000001
10361,7742,8,3100,1589,39,non_vegetarian,80,520,87,186,2,10864.48
16369,8752,5,5581,1161,7,non_vegetarian,86,404,12,85,1,12840.500999999998
3041,9291,7,4715,2520,60,vegetarian,8,163,84,51,5,8960.694
105,1903,1,3001,1868,7,vegan,1,389,53,115,1,5832.1089999999995
9078,174,6,2387,552,96,vegan,62,117,75,77,4,4863.490000000001
18279,2230,5,4183,1633,33,vegan,95,163,12,123,4,10455.796999999999
6090,4287,8,2030,694,78,vegan,50,973,38,75,2,6399.518
6082,4160,6,2765,316,99,vegan,30,429,22,153,4,4334.541
17018,7106,0,5763,2645,59,vegan,6,969,91,86,5,10419.693
1925,9689,7,2220,767,56,non_vegetarian,29,862,13,197,4,6774.742
18440,3171,9,5930,2933,98,non_vegetarian,57,116,16,137,2,13736.242
6917,1567,2,5971,2608,45,vegetarian,2,542,23,57,3,9597.987
19528,1151,1,4806,1971,21,non_vegetarian,50,240,57,150,1,11589.28
552,7619,2,3414,2305,86,non_vegetarian,55,407,62,131,1,7603.718
3911,6033,5,5345,1503,39,non_vegetarian,72,543,33,152,5,9568.933
3389,8560,2,2618,2804,44,vegan,9,595,50,171,2,8530.94
13629,4946,9,2263,122,54,vegan,60,525,85,73,2,6453.34
2430,8234,4,1871,2389,50,non_vegetarian,49,574,9,53,2,9406.662
458,1907,5,1834,1868,85,non_vegetarian,46,931,71,58,1,7038.482
13395,3490,7,3822,1671,4,vegetarian,89,344,20,131,4,11476.92
207,2535,6,1918,1082,94,non_vegetarian,0,549,36,107,1,4522.138
899,4173,7,2724,1728,12,vegetarian,93,901,6,67,1,9573.002
11653,1293,2,3413,2307,27,vegetarian,56,450,89,68,1,9600.095
16405,4769,3,2313,1996,83,non_vegetarian,37,698,12,53,4,10562.687
8601,4796,5,5498,2142,96,non_vegetarian,61,810,79,119,3,9557.14
894,6871,6,3105,1148,79,vegan,78,969,29,154,5,6303.957
514,2972,8,3568,2088,61,non_vegetarian,88,260,30,37,3,9826.76
4109,3922,0,2138,1914,92,non_vegetarian,69,239,4,89,3,7207.412
13258,4997,7,1209,253,86,non_vegetarian,81,592,31,133,1,8164.344000000001
15313,7032,7,2064,6,23,non_vegetarian,64,687,15,53,3,8749.95
15349,992,5,5911,2775,97,vegetarian,61,630,72,70,1,11149.085
7179,8112,3,3220,2116,6,vegetarian,55,492,21,124,1,9778.923999999999
10326,5287,2,1233,541,37,vegan,66,941,63,112,5,5283.0509999999995
11787,2240,2,1792,88,36,non_vegetarian,16,500,43,161,2,4663.84
1560,1476,5,4110,1938,67,non_vegetarian,7,149,39,88,1,6542.552
13612,6426,7,3166,212,97,vegan,59,843,36,108,3,6554.926000000001
17650,389,6,1334,2881,41,vegan,39,394,77,122,5,11578.696
19811,999,0,2359,265,85,vegetarian,80,524,15,155,3,6600.795
4780,1855,5,2214,2959,4,vegetarian,88,111,42,162,2,10583.354000000001
18311,8125,6,5419,2340,63,non_vegetarian,61,434,83,102,4,13030.769
11894,8850,6,1283,1230,49,non_vegetarian,40,114,62,30,2,8266.441
2356,2763,8,1212,2380,86,vegetarian,11,127,14,167,5,7799.286
4790,3663,9,2658,1004,14,non_vegetarian,92,487,43,55,2,9525.752
16690,4986,4,5078,2094,94,non_vegetarian,88,391,89,101,2,11381.057999999999
10181,1481,0,5847,621,72,non_vegetarian,99,986,8,161,5,8476.646
7057,7256,1,2417,426,52,vegetarian,53,932,64,57,5,4775.715999999999
16082,3731,3,3386,209,24,vegan,88,349,98,108,3,6345.394000000001
661,7262,4,2794,887,88,vegetarian,92,604,43,20,1,5298.644
4644,451,8,1104,1443,84,non_vegetarian,10,197,19,123,4,6482.896
15711,9729,0,5865,153,8,non_vegetarian,59,914,69,84,4,8735.562000000002
2920,3093,2,4893,414,37,non_vegetarian,67,436,73,20,4,5628.840999999999
16002,882,4,4845,1180,21,vegan,77,138,32,144,2,9102.987
14025,4408,2,4690,1284,86,vegetarian,45,137,79,79,5,7080.986000000001
8946,4068,3,4292,768,48,vegetarian,37,399,99,44,5,5901.202
12732,3277,2,1378,982,67,non_vegetarian,60,278,5,110,5,7497.0
6236,8566,3,4293,1511,92,vegetarian,16,708,82,157,1,6064.611999999999
16309,7951,0,4329,578,14,vegetarian,65,991,30,69,5,8802.98
13518,4690,7,5808,2787,64,non_vegetarian,71,568,65,159,5,13582.380000000001
352,4595,3,4438,2210,53,non_vegetarian,35,381,17,111,2,8027.294
7005,4559,6,1224,1038,29,non_vegetarian,73,849,27,51,3,8726.055999999999
14036,7291,1,1737,2242,92,vegetarian,6,263,67,52,4,8212.452000000001
16542,8160,1,1235,541,19,non_vegetarian,99,552,64,45,2,8579.271
956,112,5,5278,358,32,vegan,15,196,79,61,2,4112.407999999999
2071,5131,1,1711,849,99,non_vegetarian,13,868,44,197,2,3853.2490000000007
8595,3197,5,2888,426,85,vegetarian,79,408,57,80,4,5579.742
15140,139,1,5718,2544,76,vegan,24,361,46,60,2,9539.602
12803,1424,3,2259,2875,6,non_vegetarian,3,392,65,149,3,10521.49
3453,2949,6,1748,485,7,non_vegetarian,28,869,51,118,5,5643.3279999999995
6675,3168,7,4986,1831,27,non_vegetarian,55,348,35,117,3,10617.45
955,8708,2,4551,1472,44,vegetarian,5,344,0,50,5,6031.38
6295,6043,8,1509,1436,72,vegetarian,0,350,38,170,5,7035.01
15921,6989,1,2823,329,88,non_vegetarian,38,222,86,134,2,5692.974000000001
18096,7236,7,5880,1755,79,non_vegetarian,0,424,89,175,2,9942.351999999999
15282,6261,7,3941,2936,73,non_vegetarian,62,780,74,166,4,13562.525000000001
4703,887,3,5232,1170,10,non_vegetarian,56,600,0,67,1,9021.35
6563,3104,0,3134,258,30,vegan,66,786,74,21,3,3804.948
12003,49,0,2777,2339,11,non_vegetarian,64,880,87,158,4,10250.734999999999
10817,3951,1,2222,142,94,vegetarian,64,815,73,191,4,4221.7
11171,3560,8,4667,2016,77,vegan,20,936,13,120,3,10554.681
12582,18,1,2777,2794,50,vegetarian,29,165,77,147,3,9509.359999999999
12201,4821,1,2304,626,43,vegetarian,95,926,70,78,5,6622.43
17778,6340,5,5859,1388,95,non_vegetarian,32,935,22,139,1,10221.815
12473,8058,6,1701,89,49,non_vegetarian,47,158,42,57,2,6443.207
9461,9665,6,3989,719,16,non_vegetarian,21,830,21,172,1,8736.09
15596,2606,8,1151,480,34,vegan,93,597,59,126,1,7532.116
529,7846,5,2325,2131,0,vegan,53,472,99,40,2,7467.296
19342,8643,7,2301,1100,28,vegetarian,3,365,26,61,1,9605.59
19975,6432,5,4722,672,50,non_vegetarian,86,752,55,183,4,11022.220000000001
12765,3765,1,2711,516,63,vegan,54,335,1,156,4,5413.3550000000005
13910,2438,0,1806,2532,3,non_vegetarian,43,997,38,159,2,11117.462
11561,9741,4,5330,1613,86,vegetarian,88,317,50,29,2,8871.65
9131,6358,8,3722,781,27,vegetarian,11,626,18,152,3,8137.106
525,8319,7,5656,2151,15,non_vegetarian,80,913,61,52,3,11777.676
16385,5941,3,2325,2035,62,non_vegetarian,78,540,70,88,1,11233.4
374,7644,4,5133,2386,75,vegan,73,749,75,99,1,7601.875
12197,4855,4,2159,686,52,non_vegetarian,98,505,66,120,2,8527.37
4648,6547,5,3869,1589,84,non_vegetarian,51,843,62,48,1,7948.081999999999
2365,7196,2,5516,899,16,non_vegetarian,92,700,4,165,5,9141.119999999999
17909,5911,4,2242,1501,39,non_vegetarian,75,688,71,153,4,10947.296
1646,6481,1,1347,2654,12,non_vegetarian,64,747,77,72,1,8841.188
13,2761,9,2831,222,51,vegetarian,64,568,60,179,1,4801.205
4599,4456,0,2569,1076,57,non_vegetarian,9,209,99,143,3,4093.6970000000006
2278,9607,0,4935,1100,95,vegan,17,452,70,61,5,3595.2050000000004
14296,6361,9,2918,1741,36,non_vegetarian,46,912,6,66,1,12628.114
3155,5693,6,4232,502,78,vegetarian,65,190,49,178,4,4937.09
8321,5788,1,4758,1339,75,vegan,48,981,45,30,1,6706.74
3814,201,3,3355,2869,60,non_vegetarian,71,513,95,173,2,9895.02
13125,6160,4,2397,623,78,vegan,21,801,71,174,5,5974.192
3216,517,6,3780,1886,33,vegetarian,85,172,75,102,1,8432.25
2113,7737,1,2824,2212,69,non_vegetarian,25,784,73,128,5,6977.194
10238,9533,5,3491,1050,16,non_vegetarian,89,646,13,46,1,10755.106000000002
13760,1988,0,5060,1093,19,non_vegetarian,8,821,72,81,4,7716.484
12588,3802,6,1404,1985,72,vegetarian,20,397,93,167,4,8694.282000000003
3374,5808,8,2721,1388,58,non_vegetarian,94,744,68,150,5,9279.154
6430,7162,4,3825,1329,68,vegetarian,62,382,64,163,3,6998.636
19850,6241,4,4845,1147,86,vegetarian,5,604,64,122,3,8374.092
19465,8399,3,5210,18,32,non_vegetarian,13,297,56,63,2,7456.574
11970,5633,2,4192,1280,77,non_vegetarian,32,131,61,112,3,7173.692
629,5755,8,1064,1045,16,vegan,70,747,19,49,5,6417.5560000000005
16653,6309,4,2299,988,56,non_vegetarian,23,859,74,187,3,8150.842
10831,4117,7,5920,2497,82,vegan,72,970,25,138,2,11347.15
5724,8345,8,2415,2599,96,vegan,74,440,43,48,1,9659.390000000001
11083,1518,4,4593,1573,0,vegetarian,86,757,66,49,3,10359.284
13149,6163,9,1968,1071,12,non_vegetarian,50,433,69,123,5,9787.484
19816,2600,8,1368,2742,26,non_vegetarian,1,242,61,129,5,12280.244
9472,2195,1,1232,2634,69,non_vegetarian,14,845,44,51,2,8942.87
6276,3554,8,3242,2768,58,non_vegetarian,34,509,10,157,2,11392.300000000001
15635,2849,3,4083,1206,5,non_vegetarian,35,143,71,70,4,9390.521
5895,1742,5,1920,1458,96,vegan,91,131,92,155,4,5980.763999999999
13994,1306,5,1688,2154,93,vegetarian,38,842,73,198,4,9403.392
10552,3849,5,5272,1211,98,vegetarian,3,127,33,55,1,6221.232
16959,7519,1,2469,775,22,non_vegetarian,63,522,87,74,5,8353.807999999999
6099,4195,6,5725,1859,9,non_vegetarian,73,590,45,182,4,11807.525
9499,5178,5,5259,1866,50,vegetarian,5,259,80,55,5,8616.19
19576,2555,0,4622,1160,18,vegetarian,56,944,31,75,2,10186.418000000001
3178,2305,1,3100,1881,50,vegan,29,306,74,55,1,5837.658
19118,7619,6,3265,2945,91,non_vegetarian,98,117,97,108,2,14393.793
6116,9280,0,4789,2383,86,vegetarian,73,202,87,81,5,7821.198
15563,2642,0,1823,2654,67,vegetarian,95,681,4,128,4,11312.763
3568,9369,0,4431,2885,83,non_vegetarian,66,730,62,106,2,9610.005000000001
9847,6409,7,5151,1780,82,non_vegetarian,89,750,28,172,3,11438.44
14135,4757,3,5213,601,41,vegetarian,14,771,47,83,1,7479.219
18587,2994,3,1797,1594,90,vegetarian,16,331,97,76,5,8128.8240000000005
17774,8751,1,1779,2450,56,non_vegetarian,90,759,15,132,4,13125.0
1742,1271,0,3850,539,97,vegan,17,964,24,89,2,2958.252
18309,1813,9,3892,1095,67,non_vegetarian,18,523,71,199,1,9593.636
619,8801,8,2893,1805,37,non_vegetarian,75,854,28,39,4,10216.929
17658,2461,6,4306,23,61,vegetarian,87,646,51,73,2,7784.592000000001
17340,4120,3,3902,623,6,vegan,68,936,45,20,5,8797.779999999999
1939,6124,5,5803,1835,70,vegan,23,993,24,109,3,7967.0740000000005
16001,8475,1,4718,1079,49,vegetarian,90,966,22,157,3,9806.304
968,4396,6,1021,985,51,non_vegetarian,47,338,33,170,5,5810.173
14846,9283,1,2500,222,25,non_vegetarian,29,433,66,198,1,6112.8460000000005
281,816,9,1842,178,25,vegetarian,14,248,93,132,5,3613.998
15360,7304,7,2760,2847,18,vegetarian,46,722,33,171,2,13504.532
6262,7331,7,4641,2481,8,vegetarian,43,507,31,32,1,11676.003999999999
1058,82,0,1191,1960,60,vegetarian,97,116,28,176,3,5833.736
10724,1920,7,1395,1473,19,non_vegetarian,26,325,8,129,2,8741.975000000002
5178,7817,1,5662,792,49,vegan,83,751,65,110,4,5625.59
6980,2093,5,5326,883,79,non_vegetarian,63,755,56,114,4,7374.84
9200,7071,0,1873,2539,80,vegetarian,40,359,38,62,4,8399.494
1229,7967,4,3621,1212,21,non_vegetarian,95,828,6,157,3,9464.421
8467,8367,6,5335,1601,12,non_vegetarian,67,773,68,178,5,11415.398
19124,5285,9,1089,809,11,vegan,4,703,7,93,1,9640.077000000001
2289,4937,0,3279,960,9,vegetarian,52,273,95,33,3,4843.165
1239,369,1,1456,419,64,vegetarian,7,942,17,118,2,3118.178
5370,1818,6,3280,2696,95,vegan,21,304,81,128,2,8356.268
16170,2101,5,5449,1187,29,non_vegetarian,6,514,48,181,4,9540.548999999999
125,3490,2,2004,1278,7,non_vegetarian,21,607,15,164,1,5683.07
12504,1779,9,5534,2523,20,non_vegetarian,45,252,20,168,4,13677.23
15398,7674,1,1344,1440,21,non_vegetarian,29,202,9,115,2,8238.056
6638,1364,9,3711,2217,17,vegan,15,813,3,77,2,11120.363
6570,7294,3,5752,1340,65,non_vegetarian,78,891,43,155,5,9135.465999999999
3249,3676,2,3462,2221,47,non_vegetarian,4,164,7,115,5,7075.566000000001
9110,2426,6,2116,2517,43,vegan,66,216,54,57,5,9615.608
7595,8264,7,1625,2392,8,vegetarian,22,764,18,173,4,10638.364000000001
13605,8089,1,5379,2492,66,non_vegetarian,60,255,63,83,1,11063.710000000001
12115,2962,9,2979,1041,53,vegetarian,73,775,39,177,5,9439.615000000002
6294,859,6,4994,1093,25,vegetarian,4,181,50,28,3,7077.4
5757,4138,7,2678,1361,84,non_vegetarian,22,617,8,140,5,7660.292000000001
12595,2424,5,1222,2675,93,non_vegetarian,78,933,29,51,4,12581.344
1969,9256,5,1743,591,91,vegetarian,81,166,55,30,1,4594.995
10985,4017,9,1462,526,99,vegan,24,337,80,181,5,5958.080000000001
17275,8560,0,2568,2503,25,non_vegetarian,7,683,43,124,1,10741.758
4470,8342,3,4347,1292,33,non_vegetarian,94,706,58,165,3,9173.081
10225,1134,0,2736,1654,7,vegan,20,915,14,166,2,8206.36
9556,5166,3,5039,810,9,non_vegetarian,1,425,67,101,1,7111.695
9206,5119,1,4951,187,47,non_vegetarian,21,689,69,56,5,4984.627
9991,5694,4,1664,1592,54,non_vegetarian,71,166,60,101,4,8886.14
7519,6136,9,2356,2758,53,vegan,86,275,79,31,4,10698.61
13669,5485,8,2014,528,77,vegetarian,95,932,89,23,4,7762.696
4612,4164,9,3132,433,39,non_vegetarian,71,783,22,62,4,8218.192000000001
12373,2346,2,3668,2335,14,vegetarian,67,577,76,174,1,10492.903999999999
17582,5039,7,2054,1941,80,non_vegetarian,63,354,46,70,4,11650.838
15552,4897,2,2764,2546,17,vegetarian,93,162,16,24,2,11594.753999999999
14646,8252,5,5458,1804,95,vegan,18,913,56,153,3,9156.546
5238,5041,3,3869,302,22,vegan,86,502,53,106,1,5051.652
15577,3901,7,2412,86,61,vegetarian,81,857,90,125,1,6950.550000000001
15504,1337,5,1667,2877,45,non_vegetarian,52,291,51,75,4,12290.737000000001
3719,1184,7,4370,437,86,vegetarian,92,428,21,129,4,5583.516
302,4426,0,2394,2588,98,non_vegetarian,86,170,82,87,1,7858.72
12144,1551,5,1098,1045,38,non_vegetarian,96,977,38,115,4,9869.062
17370,1629,0,5070,832,14,vegan,51,840,98,63,4,7705.189999999999
10055,9519,0,1421,796,52,non_vegetarian,46,162,12,162,4,5918.598
4440,1526,7,4650,559,87,vegetarian,81,396,77,109,4,5391.994000000001
3072,9865,6,5157,761,63,non_vegetarian,53,344,94,61,4,6551.847
13598,1361,2,2132,1698,62,non_vegetarian,43,618,65,158,5,8639.07
14287,9765,5,2702,2514,91,vegan,96,492,51,92,5,10697.583999999999
13965,4370,8,4620,1124,79,vegan,6,871,13,30,5,9140.986
19508,5283,6,4190,2722,15,non_vegetarian,91,700,72,174,1,15700.3
9519,7610,2,1597,684,69,non_vegetarian,0,276,73,77,3,4533.9710000000005
13380,1993,5,1391,1164,65,vegetarian,62,303,62,147,1,7641.327
11865,869,3,2075,137,12,non_vegetarian,97,745,70,40,5,7374.75
8125,1014,2,3650,577,46,vegetarian,38,693,27,40,1,5738.802
3291,602,8,3384,709,8,non_vegetarian,18,632,88,91,3,6285.452
4033,690,9,1809,227,62,vegetarian,30,227,45,148,4,4518.539999999999
5105,8685,1,4309,2328,33,non_vegetarian,76,294,27,121,2,10243.081
17087,489,0,4738,2731,80,vegetarian,23,293,1,32,5,10210.276
8133,6864,1,2159,827,90,non_vegetarian,68,283,16,92,5,6245.646
16958,7240,6,2531,430,28,non_vegetarian,86,346,58,25,3,9608.336000000001
5704,7786,9,5976,1063,36,non_vegetarian,82,972,51,131,4,10889.724
7848,8024,0,3682,1709,42,non_vegetarian,64,971,3,36,4,9879.946
12975,294,5,1253,1686,85,non_vegetarian,32,423,76,92,2,8372.411
6924,5488,6,4548,1234,63,non_vegetarian,58,259,81,31,4,8123.157999999999
19614,4027,8,4185,301,23,non_vegetarian,32,805,2,105,3,10621.395
488,2912,7,2231,1109,70,non_vegetarian,31,721,36,199,4,6213.442
7114,9909,5,3423,1420,33,non_vegetarian,58,165,96,141,3,8732.835
15740,4744,2,4575,532,47,non_vegetarian,91,353,23,89,5,9107.833
3173,1873,7,5261,768,11,vegetarian,40,382,71,127,5,7094.799000000001
1667,3258,6,2573,1938,22,non_vegetarian,11,159,34,71,5,7361.662
4114,2817,2,3908,1404,78,vegetarian,72,217,1,56,1,6060.224
3553,8636,8,5712,443,96,non_vegetarian,10,522,32,136,5,5051.568
7761,3641,1,2625,259,12,non_vegetarian,96,655,75,22,3,6544.0
1000,4458,2,4998,1538,86,non_vegetarian,18,821,85,27,2,5056.43
15638,5307,1,4883,1331,95,vegetarian,53,135,76,157,4,7200.845
17772,8933,0,4515,2786,44,vegetarian,56,630,9,66,5,12625.19
5450,2041,3,4403,2843,98,non_vegetarian,41,190,80,188,1,8847.48
3712,679,4,5598,69,64,vegan,97,400,61,83,1,3726.5900000000006
1367,5738,5,5680,1477,46,vegan,70,823,42,61,3,7535.112000000001
8189,5668,4,2958,1462,57,non_vegetarian,30,833,68,62,2,7770.978
9013,9550,0,5009,1848,4,non_vegetarian,51,316,58,144,5,9996.316
16838,7697,2,3735,480,76,vegetarian,1,834,8,156,5,7055.254000000001
19156,8033,0,5491,1167,4,non_vegetarian,82,197,76,33,1,11501.634
3726,62,4,4174,2071,59,vegetarian,37,555,59,110,3,7655.06
4806,7829,4,1401,2793,95,non_vegetarian,31,630,62,151,1,9241.595
2190,7352,5,1974,2892,20,vegetarian,9,908,51,21,1,9551.556
9108,6915,7,1223,1198,23,non_vegetarian,7,637,22,134,2,7867.553
12178,8326,9,5613,2372,17,vegetarian,89,127,29,20,3,13539.101
2875,3644,0,1235,1892,20,non_vegetarian,93,675,42,94,2,8250.9
5592,4970,3,4498,1694,53,vegetarian,74,423,67,84,3,7812.192
17824,8003,9,5211,1883,9,non_vegetarian,19,322,20,193,5,13328.635000000002
12592,3278,0,4234,1371,23,vegan,19,179,42,144,4,7343.866000000001
8927,7296,8,1225,797,84,vegetarian,8,662,72,154,4,6283.848000000001
14437,9014,6,3277,17,88,non_vegetarian,71,557,6,85,3,7928.164000000001
11530,3074,6,5277,43,59,vegan,14,713,15,162,4,6293.975
7010,8312,4,2341,154,56,vegetarian,97,275,22,91,1,5336.22
11207,7552,6,5036,866,22,vegetarian,87,621,57,135,5,9470.194000000001
2989,1637,1,1209,2969,21,vegan,96,848,86,140,5,8077.3009999999995
12040,5103,3,4727,742,67,vegetarian,62,556,30,66,4,7214.665
